crs_arr_time,frequency,relative_frequency
2342,8636,0.00054220738553513
2348,8621,0.0005412656172647471
1508,8591,0.0005393820807239812
2314,8586,0.0005390681579671869
1943,8585,0.000539005373415828
2324,8576,0.0005384403124535983
2303,8575,0.0005383775279022394
2203,8570,0.0005380636051454451
2256,8529,0.0005354894385397318
2201,8523,0.0005351127312315787
1948,8480,0.0005324129955231475
921,8478,0.0005322874264204299
2323,8475,0.0005320990727663532
2352,8465,0.0005314712272527646
2221,8462,0.0005312828735986881
2146,8460,0.0005311573044959703
2226,8415,0.0005283319996848215
1956,8408,0.0005278925078253095
2041,8399,0.0005273274468630798
1958,8395,0.0005270763086576443
2223,8395,0.0005270763086576443
2214,8379,0.0005260717558359026
2211,8342,0.0005237487274356246
2251,8339,0.0005235603737815481
826,8314,0.0005219907599975765
2239,8300,0.0005211117762785525
927,8258,0.0005184748251214803
2031,8242,0.0005174702722997384
819,8233,0.0005169052113375087
2222,8224,0.000516340150375279
2217,8221,0.0005161517967212024
620,8220,0.0005160890121698435
2343,8219,0.0005160262276184847
2242,8184,0.0005138287683209245
832,8156,0.0005120708008828764
1953,8150,0.0005116940935747232
1941,8145,0.0005113801708179289
758,8128,0.0005103128334448282
2218,8126,0.0005101872643421105
2224,8119,0.0005097477724825985
724,8118,0.0005096849879312396
2227,8113,0.0005093710651744453
659,8093,0.000508115374147268
2037,8091,0.0005079898050445504
2322,8082,0.0005074247440823206
2231,8079,0.000507236390428244
2228,8072,0.000506796898568732
630,8060,0.0005060434839524256
809,8057,0.0005058551302983491
2247,7996,0.0005020252726654585
2238,7981,0.0005010835043950756
2233,7970,0.000500392874330128
804,7967,0.0005002045206760515
1946,7955,0.0004994511060597451
2336,7946,0.0004988860450975154
2333,7901,0.0004960607402863666
2243,7892,0.0004954956793241369
2232,7869,0.0004940516346428831
741,7868,0.0004939888500915242
2219,7854,0.0004931098663725001
2317,7814,0.0004905984843181457
35,7800,0.0004897195005991216
2338,7765,0.0004875220413015614
2246,7703,0.00048362939911731197
2321,7701,0.00048350383001459425
2332,7700,0.0004834410454632354
731,7698,0.00048331547636051766
2311,7678,0.0004820597853333405
2236,7658,0.00048080409430616323
828,7654,0.00048055295610072775
2337,7654,0.00048055295610072775
2241,7640,0.0004796739723817037
2341,7606,0.0004775392976355024
635,7531,0.0004728304562835878
733,7520,0.00047213982621864027
2331,7518,0.00047201425711592256
1947,7481,0.0004696912287156447
811,7478,0.0004695028750615681
2301,7465,0.0004686866758939029
40,7464,0.00046862389134254403
2212,7461,0.00046843553768846744
2327,7459,0.0004683099685857497
55,7458,0.00046824718403439084
2206,7437,0.00046692870845585477
2312,7415,0.0004655474483259598
818,7401,0.00046466846460693577
2318,7395,0.0004642917572987826
756,7374,0.00046297328172024646
2208,7368,0.0004625965744120933
728,7366,0.0004624710053093756
2307,7350,0.0004614664524876338
719,7311,0.0004590178549846382
2302,7269,0.000456380903827566
743,7249,0.00045512521280038876
2334,7248,0.0004550624282490299
813,7245,0.00045487407459495334
757,7236,0.00045430901363272355
824,7233,0.00045412065997864695
812,7169,0.0004501024486916798
2313,7166,0.00044991409503760326
742,7106,0.00044614702195607155
1951,7072,0.00044401234720987026
2308,7063,0.00044344728624764047
2207,7050,0.00044263108707997525
2213,7034,0.0004416265342582335
808,7017,0.00044055919688513285
807,7000,0.0004394918595120322
615,6990,0.0004388640139984436
2216,6967,0.00043741996931718975
2306,6910,0.00043384124988973463
806,6901,0.0004332761889275049
732,6874,0.00043158100604081563
2316,6809,0.0004275000102024896
2347,6799,0.000426872164688901
752,6756,0.0004241724289804699
738,6726,0.00042228889243970405
821,6712,0.00042140990872068
50,6681,0.0004194635876285553
753,6626,0.0004160104373038179
751,6549,0.00041117602684918555
803,6495,0.000407785661075807
822,6453,0.00040514870991873483
726,6446,0.0004047092180592228
45,6384,0.0004008165758749734
827,6354,0.0003989330393342075
823,6316,0.00039654722638257075
714,6264,0.00039328242971190994
816,6231,0.0003912105395170675
610,6049,0.00037978375116975467
801,6034,0.00037884198289937174
703,6008,0.00037720958456404136
723,5930,0.0003723123895580501
709,5918,0.0003715589749417438
802,5821,0.0003654688734599342
1,5779,0.000362831922302862
644,5772,0.00036239243044334997
722,5690,0.0003572440972319233
625,5647,0.0003545443615234922
717,5590,0.00035096564209603716
727,5562,0.000349207674657989
817,5486,0.00034443604875471554
704,5483,0.00034424769510063894
649,5469,0.00034336871138161484
736,5387,0.0003382203781701882
500,5265,0.0003305606629044071
654,5150,0.00032334043949813795
737,4963,0.0003115997283940308
713,4937,0.0003099673300587004
721,4916,0.0003086488544801643
708,4892,0.00030714202524755166
718,4840,0.00030387722857689085
642,4744,0.0002978499116464401
605,4734,0.0002972220661328515
702,4721,0.0002964058669651863
9,4712,0.0002958408060029565
701,4696,0.00029483625318121474
651,4666,0.0002929527166404489
647,4600,0.000288808936250764
658,4577,0.0002873648915695102
707,4508,0.00028303275752574874
3,4481,0.0002813375746390595
712,4474,0.00028089808277954745
639,4457,0.00027983074540644675
653,4385,0.00027531025770860876
643,4293,0.00026953407898359347
648,4261,0.0002675249733401099
711,4098,0.00025729109146861544
13,4054,0.0002545285712088255
14,4038,0.0002535240183870837
656,4034,0.00025327288018164824
706,3984,0.0002501336526137052
100,3980,0.0002498825144082697
652,3913,0.000245675949467226
2,3912,0.00024561316491586714
4,3909,0.00024542481126179055
619,3894,0.0002444830429914076
716,3882,0.00024372962837510128
6,3831,0.00024052761625579933
629,3810,0.00023920914067726323
657,3788,0.00023782788054736828
646,3752,0.00023556763669844926
545,3669,0.00023035651893566373
16,3626,0.00022765678322723268
12,3575,0.00022445477110793073
520,3531,0.00022169225084814082
624,3505,0.00022005985251281041
11,3498,0.00021962036065329836
614,3484,0.00021874137693427432
7,3441,0.00021604164122584324
23,3422,0.0002148487347500249
638,3371,0.00021164672263072293
634,3337,0.00020951204788452162
559,3271,0.00020536826749483676
8,3243,0.00020361030005678862
21,3210,0.0002015384098619462
622,3169,0.00019896424325623285
555,3159,0.00019833639774264423
550,3139,0.000197080706715467
19,3092,0.0001941298328016005
603,3091,0.00019406704825024164
105,3032,0.0001903627597200688
609,2994,0.00018797694676843206
641,2985,0.0001874118858062023
612,2970,0.00018647011753581937
636,2958,0.00018571670291951304
637,2943,0.0001847749346491301
604,2935,0.0001842726582382592
18,2839,0.00017824534130780848
17,2814,0.00017667572752383694
110,2730,0.00017140182520969255
632,2697,0.00016932993501485012
115,2680,0.00016826259764174945
618,2666,0.0001673836139227254
28,2645,0.0001660651383441893
22,2639,0.00016568843103603614
155,2612,0.00016399324814934686
27,2578,0.00016185857340314557
26,2523,0.00015840542307840816
505,2452,0.000153947719931929
546,2441,0.00015325708986698152
24,2434,0.00015281759800746947
540,2426,0.0001523153215965986
607,2370,0.00014879938672050232
601,2365,0.00014848546396370801
39,2344,0.00014716698838517192
602,2338,0.00014679028107701875
558,2316,0.0001454090209471238
628,2311,0.0001450950981903295
59,2273,0.00014270928523869275
631,2268,0.00014239536248189844
616,2266,0.0001422697933791807
32,2255,0.00014157916331423322
43,2245,0.0001409513178006446
627,2237,0.00014044904138977373
617,2232,0.00014013511863297942
608,2225,0.00013969562677346737
29,2223,0.00013957005767074965
626,2213,0.00013894221215716103
633,2172,0.0001363680455514477
606,2160,0.00013561463093514136
44,2139,0.00013429615535660527
36,2106,0.00013222426516176284
31,2081,0.0001306546513777913
510,2068,0.00012983845221012607
37,2001,0.00012563188726908233
501,1988,0.00012481568810141714
557,1974,0.00012393670438239307
613,1968,0.0001235599970742399
515,1964,0.00012330885886880445
530,1925,0.00012086026136580886
48,1902,0.00011941621668455503
553,1832,0.00011502129808943471
120,1808,0.00011351446885682203
41,1794,0.00011263548513779796
535,1792,0.00011250991603508024
552,1790,0.00011238434693236252
525,1789,0.00011232156238100366
33,1788,0.00011225877782964479
623,1771,0.00011119144045654415
51,1769,0.00011106587135382642
125,1767,0.0001109403022511087
551,1765,0.00011081473314839097
38,1760,0.00011050081039159666
621,1753,0.00011006131853208464
130,1738,0.0001091195502617017
554,1735,0.00010893119660762512
538,1720,0.0001079894283372422
549,1710,0.00010736158282365357
544,1710,0.00010736158282365357
54,1697,0.00010654538365598837
135,1680,0.00010547804628288773
611,1662,0.00010434792435842822
529,1618,0.0001015854040986383
506,1609,0.00010102034313640855
46,1609,0.00010102034313640855
56,1579,9.913680659564269e-05
57,1564,9.819503832525976e-05
504,1564,9.819503832525976e-05
34,1549,9.725327005487684e-05
503,1546,9.706491640080025e-05
547,1535,9.637428633585277e-05
140,1530,9.606036357905846e-05
47,1526,9.580922537362302e-05
542,1502,9.430239614101034e-05
42,1478,9.279556690839765e-05
541,1456,9.14143067785027e-05
548,1449,9.097481491899066e-05
508,1418,8.902849382686594e-05
518,1401,8.79611564537653e-05
539,1401,8.79611564537653e-05
514,1368,8.588926625892286e-05
556,1363,8.557534350212855e-05
543,1361,8.544977439941084e-05
511,1353,8.494749798853993e-05
507,1344,8.438243702631018e-05
53,1338,8.400572971815701e-05
513,1332,8.362902241000383e-05
517,1275,8.005030298254873e-05
145,1237,7.766449003091197e-05
502,1206,7.571816893878726e-05
516,1201,7.540424618199295e-05
527,1200,7.534146163063409e-05
512,1190,7.471361611704547e-05
459,1182,7.421133970617458e-05
52,1175,7.377184784666254e-05
519,1133,7.113489668959035e-05
49,1128,7.082097393279604e-05
523,1090,6.84351609811593e-05
509,1086,6.818402277572385e-05
58,1082,6.793288457028841e-05
536,1066,6.692833174854661e-05
537,1062,6.667719354311117e-05
522,1039,6.523314886185735e-05
455,985,6.184278308847881e-05
533,981,6.159164488304337e-05
150,964,6.052430750994272e-05
528,958,6.014760020178955e-05
521,947,5.945697013684207e-05
458,903,5.669444987705215e-05
430,896,5.625495801754012e-05
534,889,5.5815466158028086e-05
532,878,5.512483609308061e-05
450,845,5.3052945898238174e-05
453,825,5.1797254871060935e-05
101,821,5.154611666562549e-05
109,821,5.154611666562549e-05
526,803,5.0415994741165975e-05
457,790,4.959979557350077e-05
456,769,4.8281319994964677e-05
524,762,4.784182813545265e-05
531,746,4.683727531371086e-05
454,705,4.4263108707997525e-05
104,692,4.344690954033232e-05
440,692,4.344690954033232e-05
452,683,4.2881848578102566e-05
107,655,4.112388114005444e-05
108,613,3.848692998298225e-05
420,606,3.804743812347021e-05
449,591,3.710566985308729e-05
451,589,3.698010075036956e-05
119,577,3.622668613406322e-05
444,566,3.553605606911575e-05
435,560,3.5159348760962574e-05
433,558,3.5033779658244854e-05
220,552,3.465707235009168e-05
425,543,3.4092011387861924e-05
106,542,3.402922683650306e-05
446,496,3.114113747399542e-05
423,491,3.082721471720111e-05
428,490,3.0764430165842256e-05
103,486,3.0513291960406806e-05
448,483,3.032493830633022e-05
102,476,2.988544644681819e-05
419,471,2.957152369002388e-05
111,469,2.9445954587306157e-05
443,466,2.925760093322957e-05
445,447,2.8064694457411198e-05
429,444,2.7876340803334615e-05
432,440,2.7625202597899165e-05
442,437,2.743684894382258e-05
439,432,2.712292618702827e-05
159,428,2.6871787981592825e-05
122,413,2.59300197112099e-05
118,399,2.5051035992185836e-05
117,398,2.4988251440826973e-05
434,397,2.4925466889468113e-05
114,385,2.417205227316177e-05
126,382,2.3983698619085187e-05
131,382,2.3983698619085187e-05
121,371,2.3293068554137707e-05
123,367,2.304193034870226e-05
149,360,2.2602438489190227e-05
441,356,2.235130028375478e-05
113,349,2.1911808424242748e-05
422,347,2.1786239321525025e-05
112,345,2.16606702188073e-05
116,338,2.1221178359295268e-05
129,327,2.053054829434779e-05
437,320,2.0091056434835755e-05
213,310,1.946321092124714e-05
200,310,1.946321092124714e-05
225,310,1.946321092124714e-05
156,309,1.940042636988828e-05
127,308,1.9337641818529416e-05
424,306,1.9212072715811693e-05
124,300,1.8835365407658523e-05
133,300,1.8835365407658523e-05
146,284,1.7830812585916733e-05
158,278,1.7454105277763564e-05
206,266,1.6700690661457224e-05
212,265,1.663790611009836e-05
136,263,1.6512337007380638e-05
410,258,1.6198414250586328e-05
438,257,1.6135629699227468e-05
427,256,1.6072845147868604e-05
230,256,1.6072845147868604e-05
418,250,1.5696137839715435e-05
400,248,1.557056873699771e-05
436,248,1.557056873699771e-05
151,246,1.5444999634279988e-05
431,237,1.4879938672050233e-05
153,236,1.481715412069137e-05
447,235,1.4754369569332508e-05
210,232,1.4566015915255924e-05
154,223,1.4000954953026169e-05
231,221,1.3875385850308446e-05
139,218,1.3687032196231859e-05
215,217,1.3624247644872997e-05
426,214,1.3435893990796413e-05
234,213,1.3373109439437551e-05
201,209,1.3121971234002104e-05
141,209,1.3121971234002104e-05
134,208,1.3059186682643243e-05
345,204,1.2808048477207795e-05
137,202,1.2682479374490071e-05
219,200,1.2556910271772348e-05
315,194,1.2180202963619178e-05
214,192,1.2054633860901455e-05
308,189,1.1866280206824868e-05
2400,189,1.1866280206824868e-05
148,184,1.155235745003056e-05
335,182,1.1426788347312837e-05
245,182,1.1426788347312837e-05
152,179,1.1238434693236252e-05
157,179,1.1238434693236252e-05
228,176,1.1050081039159667e-05
414,169,1.0610589179647634e-05
211,169,1.0610589179647634e-05
138,168,1.0547804628288772e-05
223,167,1.0485020076929911e-05
417,167,1.0485020076929911e-05
221,164,1.0296666422853326e-05
205,160,1.0045528217417878e-05
401,159,9.982743666059016e-06
128,156,9.794390011982431e-06
204,152,9.543251806546985e-06
415,148,9.292113601111538e-06
142,146,9.166544498393815e-06
348,145,9.103759947034953e-06
347,144,9.04097539567609e-06
323,138,8.66426808752292e-06
247,136,8.538698984805197e-06
218,132,8.28756077936975e-06
143,120,7.534146163063409e-06
408,118,7.408577060345685e-06
405,117,7.345792508986823e-06
421,113,7.094654303551377e-06
132,110,6.906300649474791e-06
259,105,6.592377892680483e-06
324,103,6.46680878996276e-06
239,101,6.341239687245036e-06
327,101,6.341239687245036e-06
346,101,6.341239687245036e-06
144,99,6.215670584527312e-06
222,98,6.152886033168451e-06
416,97,6.090101481809589e-06
339,97,6.090101481809589e-06
409,95,5.964532379091865e-06
326,95,5.964532379091865e-06
350,94,5.901747827733003e-06
325,92,5.77617872501528e-06
248,91,5.7133941736564185e-06
209,90,5.650609622297557e-06
255,90,5.650609622297557e-06
413,88,5.525040519579834e-06
407,86,5.3994714168621095e-06
250,85,5.336686865503248e-06
351,83,5.211117762785525e-06
216,83,5.211117762785525e-06
320,83,5.211117762785525e-06
147,81,5.085548660067801e-06
226,81,5.085548660067801e-06
227,81,5.085548660067801e-06
300,80,5.022764108708939e-06
207,74,4.646056800555769e-06
224,72,4.520487697838045e-06
229,71,4.457703146479183e-06
328,71,4.457703146479183e-06
203,69,4.33213404376146e-06
305,68,4.2693494924025985e-06
233,66,4.143780389684875e-06
202,66,4.143780389684875e-06
256,66,4.143780389684875e-06
340,65,4.0809958383260136e-06
343,64,4.018211286967151e-06
344,64,4.018211286967151e-06
254,64,4.018211286967151e-06
318,63,3.9554267356082895e-06
309,62,3.892642184249428e-06
246,62,3.892642184249428e-06
237,61,3.829857632890566e-06
253,60,3.7670730815317046e-06
242,60,3.7670730815317046e-06
316,59,3.7042885301728425e-06
337,59,3.7042885301728425e-06
314,58,3.641503978813981e-06
306,58,3.641503978813981e-06
342,53,3.3275812220196723e-06
238,51,3.2020121193019486e-06
338,51,3.2020121193019486e-06
355,48,3.0136584652253637e-06
352,46,2.88808936250764e-06
317,46,2.88808936250764e-06
330,42,2.636951157072193e-06
310,40,2.5113820543544694e-06
251,39,2.448597502995608e-06
322,38,2.385812951636746e-06
243,38,2.385812951636746e-06
341,37,2.3230284002778845e-06
303,37,2.3230284002778845e-06
241,33,2.0718901948424376e-06
349,32,2.0091056434835755e-06
257,32,2.0091056434835755e-06
236,31,1.946321092124714e-06
232,31,1.946321092124714e-06
311,31,1.946321092124714e-06
304,30,1.8835365407658523e-06
235,30,1.8835365407658523e-06
208,30,1.8835365407658523e-06
258,29,1.8207519894069904e-06
321,29,1.8207519894069904e-06
301,29,1.8207519894069904e-06
403,27,1.695182886689267e-06
353,27,1.695182886689267e-06
217,26,1.6323983353304053e-06
406,26,1.6323983353304053e-06
411,26,1.6323983353304053e-06
336,26,1.6323983353304053e-06
249,23,1.44404468125382e-06
412,20,1.2556910271772347e-06
240,19,1.192906475818373e-06
404,16,1.0045528217417878e-06
312,15,9.417682703829261e-07
244,15,9.417682703829261e-07
313,14,8.789837190240644e-07
332,13,8.161991676652027e-07
319,13,8.161991676652027e-07
402,13,8.161991676652027e-07
331,11,6.906300649474792e-07
333,10,6.278455135886174e-07
307,7,4.394918595120322e-07
302,7,4.394918595120322e-07
359,5,3.139227567943087e-07
329,4,2.5113820543544694e-07
334,4,2.5113820543544694e-07
354,3,1.8835365407658523e-07
252,2,1.2556910271772347e-07
