dep_delay,flight_time_delay,arr_delay,dep_delay_prop,air_delay_prop,air_adjust_prop,dep_adjust_prop
282.0,-8.0,274.0,1.0,0.0,-0.03,0.0
160.0,-4.0,156.0,1.0,0.0,-0.03,0.0
258.0,-7.0,251.0,1.0,0.0,-0.03,0.0
118.0,-4.0,114.0,1.0,0.0,-0.03,0.0
163.0,-5.0,158.0,1.0,0.0,-0.03,0.0
31.0,-1.0,30.0,1.0,0.0,-0.03,0.0
152.0,-4.0,148.0,1.0,0.0,-0.03,0.0
119.0,-3.0,116.0,1.0,0.0,-0.03,0.0
154.0,-4.0,150.0,1.0,0.0,-0.03,0.0
77.0,-2.0,75.0,1.0,0.0,-0.03,0.0
37.0,-1.0,36.0,1.0,0.0,-0.03,0.0
93.0,-3.0,90.0,1.0,0.0,-0.03,0.0
90.0,-3.0,87.0,1.0,0.0,-0.03,0.0
99.0,-3.0,96.0,1.0,0.0,-0.03,0.0
40.0,-1.0,39.0,1.0,0.0,-0.03,0.0
1431.0,-37.0,1394.0,1.0,0.0,-0.03,0.0
300.0,-8.0,292.0,1.0,0.0,-0.03,0.0
62.0,-2.0,60.0,1.0,0.0,-0.03,0.0
183.0,-6.0,177.0,1.0,0.0,-0.03,0.0
155.0,-5.0,150.0,1.0,0.0,-0.03,0.0
30.0,-1.0,29.0,1.0,0.0,-0.03,0.0
183.0,-6.0,177.0,1.0,0.0,-0.03,0.0
252.0,-8.0,244.0,1.0,0.0,-0.03,0.0
65.0,-2.0,63.0,1.0,0.0,-0.03,0.0
35.0,-1.0,34.0,1.0,0.0,-0.03,0.0
225.0,-7.0,218.0,1.0,0.0,-0.03,0.0
75.0,-2.0,73.0,1.0,0.0,-0.03,0.0
404.0,-12.0,392.0,1.0,0.0,-0.03,0.0
180.0,-5.0,175.0,1.0,0.0,-0.03,0.0
39.0,-1.0,38.0,1.0,0.0,-0.03,0.0
347.0,-10.0,337.0,1.0,0.0,-0.03,0.0
40.0,-1.0,39.0,1.0,0.0,-0.03,0.0
256.0,-7.0,249.0,1.0,0.0,-0.03,0.0
115.0,-3.0,112.0,1.0,0.0,-0.03,0.0
86.0,-2.0,84.0,1.0,0.0,-0.02,0.0
843.0,-17.0,826.0,1.0,0.0,-0.02,0.0
127.0,-3.0,124.0,1.0,0.0,-0.02,0.0
46.0,-1.0,45.0,1.0,0.0,-0.02,0.0
133.0,-2.0,131.0,1.0,0.0,-0.02,0.0
194.0,-4.0,190.0,1.0,0.0,-0.02,0.0
124.0,-2.0,122.0,1.0,0.0,-0.02,0.0
43.0,-1.0,42.0,1.0,0.0,-0.02,0.0
57.0,-1.0,56.0,1.0,0.0,-0.02,0.0
258.0,-4.0,254.0,1.0,0.0,-0.02,0.0
149.0,-3.0,146.0,1.0,0.0,-0.02,0.0
54.0,-1.0,53.0,1.0,0.0,-0.02,0.0
113.0,-2.0,111.0,1.0,0.0,-0.02,0.0
43.0,-1.0,42.0,1.0,0.0,-0.02,0.0
89.0,-2.0,87.0,1.0,0.0,-0.02,0.0
64.0,-1.0,63.0,1.0,0.0,-0.02,0.0
126.0,-2.0,124.0,1.0,0.0,-0.02,0.0
48.0,-1.0,47.0,1.0,0.0,-0.02,0.0
177.0,-4.0,173.0,1.0,0.0,-0.02,0.0
206.0,-5.0,201.0,1.0,0.0,-0.02,0.0
52.0,-1.0,51.0,1.0,0.0,-0.02,0.0
83.0,-2.0,81.0,1.0,0.0,-0.02,0.0
212.0,-5.0,207.0,1.0,0.0,-0.02,0.0
54.0,-1.0,53.0,1.0,0.0,-0.02,0.0
70.0,-1.0,69.0,1.0,0.0,-0.01,0.0
131.0,-1.0,130.0,1.0,0.0,-0.01,0.0
111.0,-1.0,110.0,1.0,0.0,-0.01,0.0
71.0,-1.0,70.0,1.0,0.0,-0.01,0.0
268.0,-2.0,266.0,1.0,0.0,-0.01,0.0
179.0,-2.0,177.0,1.0,0.0,-0.01,0.0
298.0,-3.0,295.0,1.0,0.0,-0.01,0.0
262.0,-2.0,260.0,1.0,0.0,-0.01,0.0
765.0,-5.0,760.0,1.0,0.0,-0.01,0.0
107.0,-1.0,106.0,1.0,0.0,-0.01,0.0
149.0,-2.0,147.0,1.0,0.0,-0.01,0.0
950.0,-6.0,944.0,1.0,0.0,-0.01,0.0
116.0,-1.0,115.0,1.0,0.0,-0.01,0.0
68.0,-1.0,67.0,1.0,0.0,-0.01,0.0
1403.0,-16.0,1387.0,1.0,0.0,-0.01,0.0
136.0,-1.0,135.0,1.0,0.0,-0.01,0.0
317.0,-4.0,313.0,1.0,0.0,-0.01,0.0
268.0,-4.0,264.0,1.0,0.0,-0.01,0.0
1400.0,-7.0,1393.0,1.0,0.0,-0.01,0.0
198.0,-1.0,197.0,1.0,0.0,-0.01,0.0
40.0,0.0,40.0,1.0,0.0,0.0,0.0
24.0,0.0,24.0,1.0,0.0,0.0,0.0
25.0,0.0,25.0,1.0,0.0,0.0,0.0
10.0,0.0,10.0,1.0,0.0,0.0,0.0
5.0,0.0,5.0,1.0,0.0,0.0,0.0
9.0,0.0,9.0,1.0,0.0,0.0,0.0
11.0,0.0,11.0,1.0,0.0,0.0,0.0
19.0,0.0,19.0,1.0,0.0,0.0,0.0
3.0,0.0,3.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0
25.0,0.0,25.0,1.0,0.0,0.0,0.0
20.0,0.0,20.0,1.0,0.0,0.0,0.0
133.0,0.0,133.0,1.0,0.0,0.0,0.0
475.0,1.0,476.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0
3.0,0.0,3.0,1.0,0.0,0.0,0.0
201.0,0.0,201.0,1.0,0.0,0.0,0.0
7.0,0.0,7.0,1.0,0.0,0.0,0.0
116.0,0.0,116.0,1.0,0.0,0.0,0.0
12.0,0.0,12.0,1.0,0.0,0.0,0.0
9.0,0.0,9.0,1.0,0.0,0.0,0.0
51.0,0.0,51.0,1.0,0.0,0.0,0.0
3.0,0.0,3.0,1.0,0.0,0.0,0.0
61.0,0.0,61.0,1.0,0.0,0.0,0.0
27.0,0.0,27.0,1.0,0.0,0.0,0.0
59.0,0.0,59.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0
46.0,0.0,46.0,1.0,0.0,0.0,0.0
250.0,-1.0,249.0,1.0,0.0,-0.0,0.0
2.0,0.0,2.0,1.0,0.0,0.0,0.0
212.0,-1.0,211.0,1.0,0.0,-0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0
28.0,0.0,28.0,1.0,0.0,0.0,0.0
8.0,0.0,8.0,1.0,0.0,0.0,0.0
5.0,0.0,5.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0
18.0,0.0,18.0,1.0,0.0,0.0,0.0
139.0,0.0,139.0,1.0,0.0,0.0,0.0
292.0,-1.0,291.0,1.0,0.0,-0.0,0.0
134.0,0.0,134.0,1.0,0.0,0.0,0.0
2.0,0.0,2.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0
6.0,0.0,6.0,1.0,0.0,0.0,0.0
11.0,0.0,11.0,1.0,0.0,0.0,0.0
19.0,0.0,19.0,1.0,0.0,0.0,0.0
20.0,0.0,20.0,1.0,0.0,0.0,0.0
7.0,0.0,7.0,1.0,0.0,0.0,0.0
46.0,0.0,46.0,1.0,0.0,0.0,0.0
97.0,0.0,97.0,1.0,0.0,0.0,0.0
15.0,0.0,15.0,1.0,0.0,0.0,0.0
3.0,0.0,3.0,1.0,0.0,0.0,0.0
7.0,0.0,7.0,1.0,0.0,0.0,0.0
12.0,0.0,12.0,1.0,0.0,0.0,0.0
2.0,0.0,2.0,1.0,0.0,0.0,0.0
8.0,0.0,8.0,1.0,0.0,0.0,0.0
8.0,0.0,8.0,1.0,0.0,0.0,0.0
12.0,0.0,12.0,1.0,0.0,0.0,0.0
340.0,-1.0,339.0,1.0,0.0,-0.0,0.0
12.0,0.0,12.0,1.0,0.0,0.0,0.0
8.0,0.0,8.0,1.0,0.0,0.0,0.0
3.0,0.0,3.0,1.0,0.0,0.0,0.0
13.0,0.0,13.0,1.0,0.0,0.0,0.0
20.0,0.0,20.0,1.0,0.0,0.0,0.0
19.0,0.0,19.0,1.0,0.0,0.0,0.0
2.0,0.0,2.0,1.0,0.0,0.0,0.0
25.0,0.0,25.0,1.0,0.0,0.0,0.0
5.0,0.0,5.0,1.0,0.0,0.0,0.0
45.0,0.0,45.0,1.0,0.0,0.0,0.0
19.0,0.0,19.0,1.0,0.0,0.0,0.0
3.0,0.0,3.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0
27.0,0.0,27.0,1.0,0.0,0.0,0.0
109.0,0.0,109.0,1.0,0.0,0.0,0.0
55.0,0.0,55.0,1.0,0.0,0.0,0.0
95.0,0.0,95.0,1.0,0.0,0.0,0.0
855.0,-1.0,854.0,1.0,0.0,-0.0,0.0
31.0,0.0,31.0,1.0,0.0,0.0,0.0
10.0,0.0,10.0,1.0,0.0,0.0,0.0
22.0,0.0,22.0,1.0,0.0,0.0,0.0
10.0,0.0,10.0,1.0,0.0,0.0,0.0
85.0,0.0,85.0,1.0,0.0,0.0,0.0
121.0,0.0,121.0,1.0,0.0,0.0,0.0
2.0,0.0,2.0,1.0,0.0,0.0,0.0
28.0,0.0,28.0,1.0,0.0,0.0,0.0
9.0,0.0,9.0,1.0,0.0,0.0,0.0
62.0,0.0,62.0,1.0,0.0,0.0,0.0
5.0,0.0,5.0,1.0,0.0,0.0,0.0
42.0,0.0,42.0,1.0,0.0,0.0,0.0
7.0,0.0,7.0,1.0,0.0,0.0,0.0
9.0,0.0,9.0,1.0,0.0,0.0,0.0
116.0,0.0,116.0,1.0,0.0,0.0,0.0
108.0,0.0,108.0,1.0,0.0,0.0,0.0
330.0,3.0,333.0,0.99,0.01,0.0,0.0
541.0,5.0,546.0,0.99,0.01,0.0,0.0
739.0,6.0,745.0,0.99,0.01,0.0,0.0
75.0,1.0,76.0,0.99,0.01,0.0,0.0
181.0,1.0,182.0,0.99,0.01,0.0,0.0
71.0,1.0,72.0,0.99,0.01,0.0,0.0
1038.0,10.0,1048.0,0.99,0.01,0.0,0.0
72.0,1.0,73.0,0.99,0.01,0.0,0.0
126.0,1.0,127.0,0.99,0.01,0.0,0.0
140.0,2.0,142.0,0.99,0.01,0.0,0.0
144.0,2.0,146.0,0.99,0.01,0.0,0.0
71.0,1.0,72.0,0.99,0.01,0.0,0.0
133.0,2.0,135.0,0.99,0.01,0.0,0.0
75.0,1.0,76.0,0.99,0.01,0.0,0.0
163.0,2.0,165.0,0.99,0.01,0.0,0.0
152.0,2.0,154.0,0.99,0.01,0.0,0.0
72.0,1.0,73.0,0.99,0.01,0.0,0.0
79.0,2.0,81.0,0.98,0.02,0.0,0.0
90.0,2.0,92.0,0.98,0.02,0.0,0.0
118.0,2.0,120.0,0.98,0.02,0.0,0.0
43.0,1.0,44.0,0.98,0.02,0.0,0.0
45.0,1.0,46.0,0.98,0.02,0.0,0.0
62.0,1.0,63.0,0.98,0.02,0.0,0.0
45.0,1.0,46.0,0.98,0.02,0.0,0.0
114.0,2.0,116.0,0.98,0.02,0.0,0.0
64.0,1.0,65.0,0.98,0.02,0.0,0.0
94.0,2.0,96.0,0.98,0.02,0.0,0.0
174.0,3.0,177.0,0.98,0.02,0.0,0.0
158.0,3.0,161.0,0.98,0.02,0.0,0.0
40.0,1.0,41.0,0.98,0.02,0.0,0.0
98.0,2.0,100.0,0.98,0.02,0.0,0.0
79.0,2.0,81.0,0.98,0.02,0.0,0.0
133.0,3.0,136.0,0.98,0.02,0.0,0.0
43.0,1.0,44.0,0.98,0.02,0.0,0.0
129.0,3.0,132.0,0.98,0.02,0.0,0.0
266.0,5.0,271.0,0.98,0.02,0.0,0.0
129.0,4.0,133.0,0.97,0.03,0.0,0.0
34.0,1.0,35.0,0.97,0.03,0.0,0.0
181.0,6.0,187.0,0.97,0.03,0.0,0.0
38.0,1.0,39.0,0.97,0.03,0.0,0.0
28.0,1.0,29.0,0.97,0.03,0.0,0.0
72.0,2.0,74.0,0.97,0.03,0.0,0.0
30.0,1.0,31.0,0.97,0.03,0.0,0.0
69.0,2.0,71.0,0.97,0.03,0.0,0.0
62.0,2.0,64.0,0.97,0.03,0.0,0.0
35.0,1.0,36.0,0.97,0.03,0.0,0.0
115.0,4.0,119.0,0.97,0.03,0.0,0.0
31.0,1.0,32.0,0.97,0.03,0.0,0.0
39.0,1.0,40.0,0.97,0.03,0.0,0.0
97.0,3.0,100.0,0.97,0.03,0.0,0.0
136.0,4.0,140.0,0.97,0.03,0.0,0.0
90.0,3.0,93.0,0.97,0.03,0.0,0.0
90.0,3.0,93.0,0.97,0.03,0.0,0.0
200.0,6.0,206.0,0.97,0.03,0.0,0.0
108.0,3.0,111.0,0.97,0.03,0.0,0.0
569.0,19.0,588.0,0.97,0.03,0.0,0.0
111.0,4.0,115.0,0.97,0.03,0.0,0.0
101.0,3.0,104.0,0.97,0.03,0.0,0.0
39.0,1.0,40.0,0.97,0.03,0.0,0.0
171.0,5.0,176.0,0.97,0.03,0.0,0.0
85.0,3.0,88.0,0.97,0.03,0.0,0.0
91.0,3.0,94.0,0.97,0.03,0.0,0.0
28.0,1.0,29.0,0.97,0.03,0.0,0.0
36.0,1.0,37.0,0.97,0.03,0.0,0.0
49.0,2.0,51.0,0.96,0.04,0.0,0.0
23.0,1.0,24.0,0.96,0.04,0.0,0.0
612.0,24.0,636.0,0.96,0.04,0.0,0.0
25.0,1.0,26.0,0.96,0.04,0.0,0.0
67.0,3.0,70.0,0.96,0.04,0.0,0.0
225.0,10.0,235.0,0.96,0.04,0.0,0.0
82.0,3.0,85.0,0.96,0.04,0.0,0.0
52.0,2.0,54.0,0.96,0.04,0.0,0.0
46.0,2.0,48.0,0.96,0.04,0.0,0.0
65.0,3.0,68.0,0.96,0.04,0.0,0.0
51.0,2.0,53.0,0.96,0.04,0.0,0.0
107.0,4.0,111.0,0.96,0.04,0.0,0.0
25.0,1.0,26.0,0.96,0.04,0.0,0.0
44.0,2.0,46.0,0.96,0.04,0.0,0.0
48.0,2.0,50.0,0.96,0.04,0.0,0.0
156.0,9.0,165.0,0.95,0.05,0.0,0.0
209.0,10.0,219.0,0.95,0.05,0.0,0.0
82.0,4.0,86.0,0.95,0.05,0.0,0.0
78.0,4.0,82.0,0.95,0.05,0.0,0.0
40.0,2.0,42.0,0.95,0.05,0.0,0.0
191.0,10.0,201.0,0.95,0.05,0.0,0.0
59.0,3.0,62.0,0.95,0.05,0.0,0.0
229.0,13.0,242.0,0.95,0.05,0.0,0.0
57.0,3.0,60.0,0.95,0.05,0.0,0.0
73.0,4.0,77.0,0.95,0.05,0.0,0.0
125.0,6.0,131.0,0.95,0.05,0.0,0.0
36.0,2.0,38.0,0.95,0.05,0.0,0.0
18.0,1.0,19.0,0.95,0.05,0.0,0.0
21.0,1.0,22.0,0.95,0.05,0.0,0.0
18.0,1.0,19.0,0.95,0.05,0.0,0.0
92.0,6.0,98.0,0.94,0.06,0.0,0.0
31.0,2.0,33.0,0.94,0.06,0.0,0.0
16.0,1.0,17.0,0.94,0.06,0.0,0.0
59.0,4.0,63.0,0.94,0.06,0.0,0.0
49.0,3.0,52.0,0.94,0.06,0.0,0.0
112.0,7.0,119.0,0.94,0.06,0.0,0.0
85.0,5.0,90.0,0.94,0.06,0.0,0.0
120.0,8.0,128.0,0.94,0.06,0.0,0.0
33.0,2.0,35.0,0.94,0.06,0.0,0.0
45.0,3.0,48.0,0.94,0.06,0.0,0.0
47.0,3.0,50.0,0.94,0.06,0.0,0.0
16.0,1.0,17.0,0.94,0.06,0.0,0.0
29.0,2.0,31.0,0.94,0.06,0.0,0.0
92.0,6.0,98.0,0.94,0.06,0.0,0.0
249.0,15.0,264.0,0.94,0.06,0.0,0.0
108.0,7.0,115.0,0.94,0.06,0.0,0.0
146.0,9.0,155.0,0.94,0.06,0.0,0.0
101.0,7.0,108.0,0.94,0.06,0.0,0.0
85.0,5.0,90.0,0.94,0.06,0.0,0.0
104.0,7.0,111.0,0.94,0.06,0.0,0.0
46.0,3.0,49.0,0.94,0.06,0.0,0.0
65.0,4.0,69.0,0.94,0.06,0.0,0.0
158.0,10.0,168.0,0.94,0.06,0.0,0.0
120.0,7.0,127.0,0.94,0.06,0.0,0.0
16.0,1.0,17.0,0.94,0.06,0.0,0.0
205.0,14.0,219.0,0.94,0.06,0.0,0.0
81.0,5.0,86.0,0.94,0.06,0.0,0.0
104.0,8.0,112.0,0.93,0.07,0.0,0.0
25.0,2.0,27.0,0.93,0.07,0.0,0.0
52.0,4.0,56.0,0.93,0.07,0.0,0.0
97.0,7.0,104.0,0.93,0.07,0.0,0.0
212.0,16.0,228.0,0.93,0.07,0.0,0.0
14.0,1.0,15.0,0.93,0.07,0.0,0.0
27.0,2.0,29.0,0.93,0.07,0.0,0.0
68.0,5.0,73.0,0.93,0.07,0.0,0.0
100.0,8.0,108.0,0.93,0.07,0.0,0.0
25.0,2.0,27.0,0.93,0.07,0.0,0.0
264.0,21.0,285.0,0.93,0.07,0.0,0.0
114.0,8.0,122.0,0.93,0.07,0.0,0.0
64.0,5.0,69.0,0.93,0.07,0.0,0.0
26.0,2.0,28.0,0.93,0.07,0.0,0.0
51.0,4.0,55.0,0.93,0.07,0.0,0.0
55.0,4.0,59.0,0.93,0.07,0.0,0.0
164.0,13.0,177.0,0.93,0.07,0.0,0.0
68.0,5.0,73.0,0.93,0.07,0.0,0.0
773.0,69.0,842.0,0.92,0.08,0.0,0.0
24.0,2.0,26.0,0.92,0.08,0.0,0.0
60.0,5.0,65.0,0.92,0.08,0.0,0.0
114.0,10.0,124.0,0.92,0.08,0.0,0.0
57.0,5.0,62.0,0.92,0.08,0.0,0.0
12.0,1.0,13.0,0.92,0.08,0.0,0.0
33.0,3.0,36.0,0.92,0.08,0.0,0.0
12.0,1.0,13.0,0.92,0.08,0.0,0.0
58.0,5.0,63.0,0.92,0.08,0.0,0.0
90.0,8.0,98.0,0.92,0.08,0.0,0.0
55.0,5.0,60.0,0.92,0.08,0.0,0.0
179.0,15.0,194.0,0.92,0.08,0.0,0.0
54.0,5.0,59.0,0.92,0.08,0.0,0.0
24.0,2.0,26.0,0.92,0.08,0.0,0.0
33.0,3.0,36.0,0.92,0.08,0.0,0.0
153.0,14.0,167.0,0.92,0.08,0.0,0.0
79.0,7.0,86.0,0.92,0.08,0.0,0.0
11.0,1.0,12.0,0.92,0.08,0.0,0.0
76.0,7.0,83.0,0.92,0.08,0.0,0.0
220.0,18.0,238.0,0.92,0.08,0.0,0.0
203.0,17.0,220.0,0.92,0.08,0.0,0.0
35.0,3.0,38.0,0.92,0.08,0.0,0.0
98.0,9.0,107.0,0.92,0.08,0.0,0.0
24.0,2.0,26.0,0.92,0.08,0.0,0.0
22.0,2.0,24.0,0.92,0.08,0.0,0.0
102.0,9.0,111.0,0.92,0.08,0.0,0.0
20.0,2.0,22.0,0.91,0.09,0.0,0.0
184.0,18.0,202.0,0.91,0.09,0.0,0.0
132.0,13.0,145.0,0.91,0.09,0.0,0.0
31.0,3.0,34.0,0.91,0.09,0.0,0.0
10.0,1.0,11.0,0.91,0.09,0.0,0.0
32.0,3.0,35.0,0.91,0.09,0.0,0.0
104.0,10.0,114.0,0.91,0.09,0.0,0.0
21.0,2.0,23.0,0.91,0.09,0.0,0.0
116.0,12.0,128.0,0.91,0.09,0.0,0.0
143.0,14.0,157.0,0.91,0.09,0.0,0.0
58.0,6.0,64.0,0.91,0.09,0.0,0.0
89.0,9.0,98.0,0.91,0.09,0.0,0.0
58.0,6.0,64.0,0.91,0.09,0.0,0.0
42.0,4.0,46.0,0.91,0.09,0.0,0.0
99.0,10.0,109.0,0.91,0.09,0.0,0.0
10.0,1.0,11.0,0.91,0.09,0.0,0.0
106.0,11.0,117.0,0.91,0.09,0.0,0.0
59.0,6.0,65.0,0.91,0.09,0.0,0.0
30.0,3.0,33.0,0.91,0.09,0.0,0.0
28.0,3.0,31.0,0.9,0.1,0.0,0.0
235.0,25.0,260.0,0.9,0.1,0.0,0.0
179.0,19.0,198.0,0.9,0.1,0.0,0.0
9.0,1.0,10.0,0.9,0.1,0.0,0.0
79.0,9.0,88.0,0.9,0.1,0.0,0.0
35.0,4.0,39.0,0.9,0.1,0.0,0.0
253.0,29.0,282.0,0.9,0.1,0.0,0.0
19.0,2.0,21.0,0.9,0.1,0.0,0.0
9.0,1.0,10.0,0.9,0.1,0.0,0.0
37.0,4.0,41.0,0.9,0.1,0.0,0.0
35.0,4.0,39.0,0.9,0.1,0.0,0.0
97.0,11.0,108.0,0.9,0.1,0.0,0.0
93.0,10.0,103.0,0.9,0.1,0.0,0.0
63.0,7.0,70.0,0.9,0.1,0.0,0.0
27.0,3.0,30.0,0.9,0.1,0.0,0.0
121.0,14.0,135.0,0.9,0.1,0.0,0.0
37.0,4.0,41.0,0.9,0.1,0.0,0.0
38.0,4.0,42.0,0.9,0.1,0.0,0.0
43.0,5.0,48.0,0.9,0.1,0.0,0.0
9.0,1.0,10.0,0.9,0.1,0.0,0.0
62.0,7.0,69.0,0.9,0.1,0.0,0.0
9.0,1.0,10.0,0.9,0.1,0.0,0.0
56.0,6.0,62.0,0.9,0.1,0.0,0.0
18.0,2.0,20.0,0.9,0.1,0.0,0.0
35.0,4.0,39.0,0.9,0.1,0.0,0.0
56.0,6.0,62.0,0.9,0.1,0.0,0.0
122.0,14.0,136.0,0.9,0.1,0.0,0.0
37.0,4.0,41.0,0.9,0.1,0.0,0.0
16.0,2.0,18.0,0.89,0.11,0.0,0.0
8.0,1.0,9.0,0.89,0.11,0.0,0.0
96.0,12.0,108.0,0.89,0.11,0.0,0.0
8.0,1.0,9.0,0.89,0.11,0.0,0.0
8.0,1.0,9.0,0.89,0.11,0.0,0.0
8.0,1.0,9.0,0.89,0.11,0.0,0.0
74.0,9.0,83.0,0.89,0.11,0.0,0.0
325.0,39.0,364.0,0.89,0.11,0.0,0.0
154.0,20.0,174.0,0.89,0.11,0.0,0.0
16.0,2.0,18.0,0.89,0.11,0.0,0.0
39.0,5.0,44.0,0.89,0.11,0.0,0.0
80.0,10.0,90.0,0.89,0.11,0.0,0.0
16.0,2.0,18.0,0.89,0.11,0.0,0.0
16.0,2.0,18.0,0.89,0.11,0.0,0.0
16.0,2.0,18.0,0.89,0.11,0.0,0.0
56.0,7.0,63.0,0.89,0.11,0.0,0.0
64.0,8.0,72.0,0.89,0.11,0.0,0.0
67.0,8.0,75.0,0.89,0.11,0.0,0.0
205.0,28.0,233.0,0.88,0.12,0.0,0.0
52.0,7.0,59.0,0.88,0.12,0.0,0.0
15.0,2.0,17.0,0.88,0.12,0.0,0.0
38.0,5.0,43.0,0.88,0.12,0.0,0.0
21.0,3.0,24.0,0.88,0.12,0.0,0.0
14.0,2.0,16.0,0.88,0.12,0.0,0.0
106.0,14.0,120.0,0.88,0.12,0.0,0.0
22.0,3.0,25.0,0.88,0.12,0.0,0.0
7.0,1.0,8.0,0.88,0.12,0.0,0.0
81.0,11.0,92.0,0.88,0.12,0.0,0.0
15.0,2.0,17.0,0.88,0.12,0.0,0.0
7.0,1.0,8.0,0.88,0.12,0.0,0.0
44.0,6.0,50.0,0.88,0.12,0.0,0.0
38.0,5.0,43.0,0.88,0.12,0.0,0.0
110.0,15.0,125.0,0.88,0.12,0.0,0.0
58.0,8.0,66.0,0.88,0.12,0.0,0.0
127.0,17.0,144.0,0.88,0.12,0.0,0.0
43.0,6.0,49.0,0.88,0.12,0.0,0.0
15.0,2.0,17.0,0.88,0.12,0.0,0.0
123.0,16.0,139.0,0.88,0.12,0.0,0.0
13.0,2.0,15.0,0.87,0.13,0.0,0.0
123.0,18.0,141.0,0.87,0.13,0.0,0.0
88.0,13.0,101.0,0.87,0.13,0.0,0.0
55.0,8.0,63.0,0.87,0.13,0.0,0.0
80.0,12.0,92.0,0.87,0.13,0.0,0.0
52.0,8.0,60.0,0.87,0.13,0.0,0.0
27.0,4.0,31.0,0.87,0.13,0.0,0.0
90.0,14.0,104.0,0.87,0.13,0.0,0.0
40.0,6.0,46.0,0.87,0.13,0.0,0.0
104.0,15.0,119.0,0.87,0.13,0.0,0.0
111.0,16.0,127.0,0.87,0.13,0.0,0.0
62.0,9.0,71.0,0.87,0.13,0.0,0.0
26.0,4.0,30.0,0.87,0.13,0.0,0.0
13.0,2.0,15.0,0.87,0.13,0.0,0.0
47.0,7.0,54.0,0.87,0.13,0.0,0.0
12.0,2.0,14.0,0.86,0.14,0.0,0.0
50.0,8.0,58.0,0.86,0.14,0.0,0.0
60.0,10.0,70.0,0.86,0.14,0.0,0.0
12.0,2.0,14.0,0.86,0.14,0.0,0.0
59.0,10.0,69.0,0.86,0.14,0.0,0.0
74.0,12.0,86.0,0.86,0.14,0.0,0.0
6.0,1.0,7.0,0.86,0.14,0.0,0.0
36.0,6.0,42.0,0.86,0.14,0.0,0.0
44.0,7.0,51.0,0.86,0.14,0.0,0.0
37.0,6.0,43.0,0.86,0.14,0.0,0.0
73.0,12.0,85.0,0.86,0.14,0.0,0.0
25.0,4.0,29.0,0.86,0.14,0.0,0.0
12.0,2.0,14.0,0.86,0.14,0.0,0.0
31.0,5.0,36.0,0.86,0.14,0.0,0.0
52.0,9.0,61.0,0.85,0.15,0.0,0.0
23.0,4.0,27.0,0.85,0.15,0.0,0.0
33.0,6.0,39.0,0.85,0.15,0.0,0.0
154.0,27.0,181.0,0.85,0.15,0.0,0.0
176.0,30.0,206.0,0.85,0.15,0.0,0.0
11.0,2.0,13.0,0.85,0.15,0.0,0.0
141.0,25.0,166.0,0.85,0.15,0.0,0.0
101.0,18.0,119.0,0.85,0.15,0.0,0.0
11.0,2.0,13.0,0.85,0.15,0.0,0.0
55.0,10.0,65.0,0.85,0.15,0.0,0.0
17.0,3.0,20.0,0.85,0.15,0.0,0.0
41.0,7.0,48.0,0.85,0.15,0.0,0.0
73.0,14.0,87.0,0.84,0.16,0.0,0.0
27.0,5.0,32.0,0.84,0.16,0.0,0.0
68.0,13.0,81.0,0.84,0.16,0.0,0.0
155.0,30.0,185.0,0.84,0.16,0.0,0.0
61.0,12.0,73.0,0.84,0.16,0.0,0.0
68.0,13.0,81.0,0.84,0.16,0.0,0.0
86.0,16.0,102.0,0.84,0.16,0.0,0.0
16.0,3.0,19.0,0.84,0.16,0.0,0.0
21.0,4.0,25.0,0.84,0.16,0.0,0.0
27.0,5.0,32.0,0.84,0.16,0.0,0.0
80.0,16.0,96.0,0.83,0.17,0.0,0.0
24.0,5.0,29.0,0.83,0.17,0.0,0.0
182.0,37.0,219.0,0.83,0.17,0.0,0.0
83.0,17.0,100.0,0.83,0.17,0.0,0.0
20.0,4.0,24.0,0.83,0.17,0.0,0.0
68.0,14.0,82.0,0.83,0.17,0.0,0.0
45.0,9.0,54.0,0.83,0.17,0.0,0.0
19.0,4.0,23.0,0.83,0.17,0.0,0.0
10.0,2.0,12.0,0.83,0.17,0.0,0.0
24.0,5.0,29.0,0.83,0.17,0.0,0.0
24.0,5.0,29.0,0.83,0.17,0.0,0.0
10.0,2.0,12.0,0.83,0.17,0.0,0.0
65.0,13.0,78.0,0.83,0.17,0.0,0.0
40.0,9.0,49.0,0.82,0.18,0.0,0.0
23.0,5.0,28.0,0.82,0.18,0.0,0.0
14.0,3.0,17.0,0.82,0.18,0.0,0.0
160.0,36.0,196.0,0.82,0.18,0.0,0.0
42.0,9.0,51.0,0.82,0.18,0.0,0.0
27.0,6.0,33.0,0.82,0.18,0.0,0.0
9.0,2.0,11.0,0.82,0.18,0.0,0.0
